"","AnoLancamento","Titulo","Diretor","Produtora","UF","Distribuidora","Genero","MaxSalas","Renda","Publico"
"629",2008,"Meu Nome não É Johnny","Mauro Lima","Atitude Produções e Empreendimentos Ltda.","RJ","Sony/ Downtown","Ficção",104,"18.092.043,00","2.099.294"
"630",2008,"Mulheres Sexo Verdades Mentiras","Euclydes Marinho","Dona Rosa Produções Artísticas","RJ","Filmes do Estação","Ficção",7,"151.367,00","16.219"
"631",2008,"Musicagen","Edu Felistoque e Nereu Cerdeira","Raiz Produções Cinematográficas","SP","Raiz Produções","Documentário",1,"1.717,00","310"
"632",2008,"Nome Próprio","Murilo Salles","Cinema Brasil Digital - Escritório de Planejamento em Empreendimentos Audiovisuais","RJ","Downtown","Ficção",12,"270.962,00","32.769"
"633",2008,"Nossa Vida Não Cabe num Opala","Reinaldo Pinheiro","Sequência 1","SP","Imovision","Ficção",7,"83.528,00","21.982"
"634",2008,"O Aborto dos Outros","Carla Gallo","Olhos de Cão Produções Cinematográficas","SP","Califórnia","Documentário",3,"15.418,00","2.164"
"635",2008,"O Banheiro do Papa","César Charlone e Enrique Fernández","O2 Cinema","SP","Imovision","Ficção",10,"550.316,00","66.770"
"636",2008,"O Demoninho de Olhos Pretos","Haroldo Barbosa","Valentim Produções Artísticas","RJ","MovieMobz","Ficção",2,"2.853,50","264"
"637",2008,"O Guerreiro Didi e a Ninja Lili","Marcus Figueiredo","Diler & Associados","RJ","Disney","Ficção",130,"2.996.388,00","647.555"
"638",2008,"O Mistério da Estrada de Sintra","Jorge Paixão da Costa","RPJ Produtores Associados","SP","Teleimage","Ficção",4,"5.451,00","687"
"639",2008,"O Mistério do Samba","Lula Buarque de Hollanda e Carol Jabour","Conspiração Filmes / Monte Criação e Produção","RJ","Videofilmes","Documentário",18,"292.633,40","34.022"
"640",2008,"O Retorno","Rodolfo Nanni","Akron","SP","Pandora","Documentário",2,"4.762,00","579"
"641",2008,"O Romance do Vaqueiro Voador","Manfredo Caldas","Folkino Produções Audiovisuais","DF","Polifilmes","Documentário",7,"5.717,80","1.010"
"642",2008,"O Sal da Terra","Elói Pires Ferreira","Labo Vídeo Produções Artísticas","PR","Labo Comunicação","Ficção",5,"0,00","0"
"643",2008,"O Signo da Cidade","Carlos Alberto Riccelli","Pulsar Produções Artísticas e Culturais","SP","Europa","Ficção",11,"417.655,00","58.631"
"644",2008,"O Tempo e o Lugar","Eduardo Escorel","Cinefilmes","RJ","Videofilmes","Documentário",4,"11.168,00","1.512"
"645",2008,"Olho de Boi","Hermano Penna","Luz XXI Cine Video","SP","Pandora","Ficção",4,"7.166,00","1.295"
"646",2008,"Onde Andará Dulce Veiga?","Guilherme de Almeida Prado","Star Filmes","SP","Califórnia","Ficção",3,"31.930,00","3.917"
"647",2008,"Orquestra dos Meninos","Paulo Thiago","Melodrama Produções","RJ","Paramount","Ficção",52,"448.330,00","84.469"
"648",2008,"Os Desafinados","Walter Lima Jr.","Tambellini Filmes e Produções Audiovisuais","RJ","Downtown","Ficção",65,"1.663.928,28","194.292"
"649",2008,"Otávio e as Letras","Marcelo Masagão","Um Minuto Marketing Produções Culturais","SP","Imovision","Ficção",1,"6.322,00","876"
"650",2008,"Panair do Brasil","Marco Altberg","Indiana Produções Cinematográficas","RJ","Downtown","Documentário",4,"31.377,50","3.951"
"651",2008,"Pan-Cinema Permanente","Carlos Nader","Já Filmes","SP","Já Filmes","Documentário",8,"22.282,33","4.297"
"652",2008,"Pequenas Histórias","Helvécio Ratton","Quimera Filmes","MG","Filmes do Estação","Ficção",36,"329.482,00","72.222"
"653",2008,"Pindorama – a Verdadeira História dos 7 Anões","Roberto Berliner, Lula Queiroga e Leo Crivellare","TV Zero / Luni Produções","RJ","MovieMobz","Documentário",10,"10.307,16","1.636"
"654",2008,"Polaróides Urbanas","Miguel Falabella","Filmes do Equador","RJ","Disney","Ficção",33,"837.665,00","108.277"
"655",2008,"Pretérito Perfeito","Gustavo Pizzi","Saraguina Filmes e Produções Culturais","RJ","Pipa","Documentário",3,"8.434,00","1.547"
"656",2008,"Quarta B","Marcelo Galvão","Gata Cine Produções","SP","Gatacine","Ficção",1,"2.332,00","356"
"657",2008,"Romance","Guel Arraes","Natasha Enterprises","RJ","Disney","Ficção",88,"2.034.230,00","307.273"
"658",2008,"Sexo com Amor?","Wolf Maya","Total Entertainment","RJ","Fox","Ficção",122,"3.547.305,00","432.195"
"659",2008,"Show de Bola","Alexander Pickl","Ananã Produções, Eventos e Assessoria de Marketing","RJ","Imagem","Ficção",41,"191.318,00","26.833"
"660",2008,"Terra Vermelha","Marco Bechis","Gullane Filmes","SP","Paris","Ficção",15,"53.228,44","7.604"
"661",2008,"Última Parada - 174","Bruno Barreto","RPJ Produtores Associados / Movi & Art Produções Cinematográficas","SP","Paramount","Ficção",139,"3.732.763,00","526.094"
"662",2008,"Valsa para Bruno Stein","Paulo Nascimento","Accorde Filmes","RS","Panda Filmes","Ficção",11,"28.837,50","5.140"
"663",2008,"Vingança","Paulo Pons","Pax Filmes Produtora","RJ","RioFilme","Ficção",12,"11.044,46","1.943"
"664",2007,"3 Efes","Carlos Gerbase","Casa de Cinema de Porto Alegre","RS","Casa de Cinema de Porto Alegre","Ficção",6,"7.690,00","1.358"
"665",2007,"3 Irmãos de Sangue","Ângela Patrícia Reiniger","No Ar Comunicação","RJ","Filmes do Estação","Documentário",8,"64.086,00","6.873"
"666",2007,"500 Almas","Joel Pizzini","Grifa Comércio e Produções Cinematográficas, Audiovisuais e Artísticas","SP","RioFilme","Documentário",3,"26.489,00","3.833"
"667",2007,"A Casa de Alice","Chico Teixeira","Cinematográfica Superfilmes","SP","Imovision","Ficção",13,"186.903,00","24.625"
"668",2007,"A Grande Família - o Filme","Maurício Farias","Globo Filmes","RJ","Europa/ MAM","Ficção",262,"15.482.240,00","2.035.576"
"669",2007,"A História das Três Marias","Silvana Soares Zackia","ZS Três Marias Audio Visuais","MG","ZS Três Marias Audiovisuais","Ficção",1,"0,00","0"
"670",2007,"À Margem do Concreto","Evaldo Mocarzel","24 Vps Filmes","SP","Mais Filmes","Documentário",3,"4.717,00","718"
"671",2007,"A Via Láctea","Lina Chamie","Girafa Filmes","SP","Europa/ MAM","Ficção",5,"100.271,00","13.334"
"672",2007,"Aboio","Marília Rocha","Anavilhana Filmes Ltda.","MG","Iaiá Filmes","Documentário",2,"5.870,00","857"
"673",2007,"Antônia","Tata Amaral","Coração da Selva Transmídia","SP","Downtown","Ficção",125,"600.698,00","79.428"
"674",2007,"As Tentações do Irmão Sebastião","José Araújo","Jose Wellington Araujo Produções","CE","RioFilme","Ficção",2,"3.086,00","546"
"675",2007,"Baixio das Bestas","Cláudio Assis","Reserva Cultural de Cinema","RJ","Imovision","Ficção",10,"361.846,00","48.844"
"676",2007,"Batismo de Sangue","Helvécio Ratton","Quimera Filmes","MG","Downtown","Ficção",24,"402.345,00","56.535"
"677",2007,"Bem-Vindo a São Paulo","Leon Cakoff","Mostra Internacional de Cinema","SP","Videofilmes","Documentário",10,"42.249,00","4.981"
"678",2007,"Brasileirinho","Mika Kaurismaki","Studio Uno Produções Artísticas","RJ","RioFilme","Documentário",9,"165.184,00","19.090"
"679",2007,"Brichos","Paulo Munhoz","Tecnokena Audiovisual e Multimídia Ltda","PR","Panda Filmes","Animação",21,"38.583,00","7.732"
"680",2007,"Caixa Dois","Bruno Barreto","Filmes do Equador","RJ","Buena Vista","Ficção",153,"2.105.386,00","247.292"
"681",2007,"Cão sem Dono","Beto Brant e Renato Ciasca","Drama Filmes","SP","Downtown","Ficção",4,"241.780,00","31.231"
"682",2007,"Caparaó","Flavio Frederico","Kinoscópio Cinematográfica","SP","Kinoscópio","Documentário",9,"21.120,00","3.508"
"683",2007,"Carreiras","Domingos Oliveira","Teatro Ilustre Produções Artísticas","RJ","Filmes do Estação","Ficção",8,"42.388,00","5.778"
"684",2007,"Cartola – Música para os Olhos","Lírio Ferreira e Hilton Lacerda","Raccord Produções Artísticas e Cinematográficas","RJ","RioFilme","Documentário",14,"520.400,00","63.924"
"685",2007,"Cidade dos Homens – o Filme","Paulo Morelli","O2 Cinema","SP","Fox","Ficção",163,"2.238.343,00","282.425"
"686",2007,"Conceição – Autor Bom É Autor Morto","André Sampaio, Cynthia Sims, Daniel Caetano, Guilherme Sarmiento e Samantha Ribeiro","DM Filmes e Produções Artísticas","RJ","RioFilme","Ficção",3,"11.013,00","2.248"
"687",2007,"Em Trânsito","Henri Arraes Gervaiseau","Alo Video","RJ","Sem distribuidora","Documentário",1,"1.810,00","579"
"688",2007,"Encontro com Milton Santos ou: o Mundo Global Visto do Lado de Cá","Silvio Tendler","Caliban Produções Cinematográficas","RJ","Caliban","Documentário",0,"118.017,00","15.932"
"689",2007,"Esses Moços","José Araripe Jr.","Truque Produtora de Cinema TV e Vídeo","BA","Pandora","Ficção",6,"16.646,00","2.693"
"690",2007,"Fabricando Tom Zé","Décio Matos Jr","Spectra Mídia Produções e Comércio","SP","Filmes do Estação","Documentário",12,"108.437,00","16.209"
"691",2007,"Faixa de Areia","Daniela Kallmann e Flávia Lins e Silva","DK Produções","RJ","Film Connection","Documentário",2,"1.343,00","241"
"692",2007,"Gigante – Como o Inter Conquistou o Mundo","Gustavo Spolidoro","G7 Cinema","SP","G7 Cinema","Documentário",6,"196.117,00","23.515"
"693",2007,"Grupo Corpo 30 Anos – uma Família Brasileira","Fábio Barreto e Marcelo Santiago","Filmes do Equador","RJ","RioFilme","Documentário",8,"24.479,00","2.743"
"694",2007,"Hércules 56","Silvio Da-Rin","Antonioli Amado Produções Artísticas","RJ","RioFilme","Documentário",6,"69.270,00","11.820"
"695",2007,"Histórias do Rio Negro","Luciano Cury","Mais Filmes","SP","Downtown","Documentário",2,"16.594,00","1.990"
"696",2007,"I Hate São Paulo","Dardo Toledo Barros","Intuit Filmes","SP","Intuit Films","Ficção",1,"566,00","215"
"697",2007,"Inacreditável - a Batalha dos Aflitos","Beto Souza","Turning Point Produções","RS","G7 Cinema","Documentário",0,"0,00","0"
"698",2007,"Inesquecível","Paulo Sérgio Almeida","Morena Filmes Ltda.","RJ","Buena Vista","Ficção",53,"481.334,00","59.397"
"699",2007,"Jogo de Cena","Eduardo Coutinho","Matizar Produções Artísticas","RJ","Videofilmes","Documentário",8,"368.113,00","44.538"
"700",2007,"Mestre Bimba – a Capoeira Iluminada","Luiz Fernando Goulart","Lumen Produções","RJ","RioFilme","Documentário",6,"21.433,00","3.336"
"701",2007,"Meteoro","Diego de la Texera","Cinelândia Brasil Produções Artísticas","RJ","Imovision","Ficção",15,"24.281,00","3.518"
"702",2007,"Mutum","Sandra Kogut","Tambellini Filmes e Produções Audiovisuais","RJ","Videofilmes","Ficção",6,"205.443,00","24.728"
"703",2007,"Não Por Acaso","Philippe Barcinski","O2 Cinema","SP","Fox","Ficção",62,"980.022,00","119.973"
"704",2007,"Noel, Poeta da Vila","Ricardo Van Steen","Movi&Art Produções Cinematográficas","SP","Pandora","Ficção",17,"411.695,00","52.461"
"705",2007,"Nossa Senhora De Caravaggio","Fábio Barreto","Raccord Produções Artísticas e Cinematográficas","RJ","RioFilme","Ficção",8,"13.398,00","2.185"
"706",2007,"O Cheiro do Ralo","Heitor Dhalia","RT Comércio e Serviços de Criação e Produção de Obras com Direitos Autorais","SP","Filmes do Estação","Ficção",18,"1.437.254,00","172.959"
"707",2007,"O Dono do Mar","Odorico Mendes","Planifilmes Produções","SP","Pandora","Ficção",14,"22.101,00","4.062"
"708",2007,"O Engenho de Zé Lins","Vladimir Carvalho","Urca Filmes","RJ","Imovision","Documentário",5,"50.703,00","7.334"
"709",2007,"O Fim do Sem Fim","Beto Magalhães, Cao Guimarães e Lucas Bambozzi","Bananeira Filmes","RJ","Filmes do Estação","Documentário",3,"9.827,00","1.190"
"710",2007,"O Homem que Desafiou o Diabo","Moacyr Góes","Filmes do Equador","RJ","Warner","Ficção",172,"2.992.203,00","422.855"
"711",2007,"O Longo Amanhecer","José Mariani","Andaluz Produções Cinematográficas","RJ","RioFilme","Documentário",1,"5.443,00","1.022"
"712",2007,"O Magnata","Johnny Araujo","Gullane Filmes","SP","Buena Vista","Ficção",67,"1.141.389,00","149.463"
"713",2007,"O Mundo em Duas Voltas","David Schürmann","Gullane Filmes","SP","Europa/ MAM","Documentário",16,"507.392,00","54.683"
"714",2007,"Ó Pai Ó","Monique Gardenberg","Dueto Filmes e Participações","RJ","Europa/ MAM","Ficção",100,"3.172.654,00","397.075"
"715",2007,"O Passado","Hector Babenco","HB Filmes","SP","Warner","Ficção",50,"1.608.326,00","174.809"
"716",2007,"O Passageiro - Segredos de Adulto","Flávio Tambellini","Hangar Filmes Produções Artísticas","RJ","Califórnia","Ficção",13,"42.880,00","5.481"
"717",2007,"O Primo Basílio","Daniel Filho","Lereby Produções","RJ","Buena Vista","Ficção",163,"6.376.703,00","838.726"
"718",2007,"O Quinze","Jurandir Oliveira","Menescal Produções Artísticas","RJ","Pipa","Ficção",0,"330,00","110"
"719",2007,"Ódiquê?","Felipe Joffily","Santa Luzia Artes","RJ","Filmes do Estação","Ficção",5,"23.951,00","3.204"
"720",2007,"Os 12 Trabalhos","Ricardo Elias","Politheama e Filmes","SP","Imovision","Ficção",9,"119.716,00","21.173"
"721",2007,"Os Porralokinhas","Lui Farias","RF Cinema e TV","RJ","Universal","Ficção",162,"797.934,00","135.015"
"722",2007,"Oscar Niemeyer – a Vida É um Sopro","Fabiano Maciel","Santa Clara Comunicação","RJ","Pipa","Documentário",8,"59.884,00","10.281"
"723",2007,"Pampulha - ou a Invenção do Mar de Minas","Oswaldo Caldeira","Oswaldo Caldeira Produções Cinematográficas","RJ","Grupo Novo","Documentário",0,"0,00","0"
"724",2007,"Pedrinha de Aruanda - Maria Bethânia","Andrucha Waddington","Sarapuí Produções Artísticas","RJ","Filmes do Estação","Documentário",23,"106.940,00","12.065"
"725",2007,"Person","Marina Person","Lauper Filmes","SP","Mais Filmes","Documentário",3,"9.834,00","1.518"
"726",2007,"Podecrer!","Arthur Fontes","Conspiração Filmes","RJ","Sony","Ficção",60,"361.507,00","43.833"
"727",2007,"Porto Alegre – Meu Canto no Mundo","Cícero Aragon e Jaime Lerner","Cicero Araujo Aragon Dos Santos","RS","Panda Filmes","Documentário",2,"7.812,00","1.356"
"728",2007,"PQD","Guilherme Coelho","Matizar Produções Artísticas","RJ","Videofilmes","Documentário",5,"14.570,00","3.140"
"729",2007,"Pro Dia Nascer Feliz","João Jardim","Tambellini Filmes e Produções Audiovisuais","RJ","Copacabana Filmes","Documentário",5,"325.211,00","51.140"
"730",2007,"Proibido Proibir","Jorge Durán","El Desierto Filmes","RJ","RioFilme/ Mais Filmes","Ficção",13,"298.600,00","37.182"
"731",2007,"Querô","Carlos Cortez","Gullane Filmes","SP","Downtown","Ficção",18,"144.823,00","20.178"
"732",2007,"Remissão","Sílvio Coutinho","Plateau Serviços e Produtos Culturais","RJ","RioFilme","Ficção",3,"2.147,00","298"
"733",2007,"Sambando nas Brasas, Morô?","Eliseu Ewald","E.S. Comunicações","RJ","RioFilme","Ficção",3,"7.979,00","1.072"
"734",2007,"Saneamento Básico, o Filme","Jorge Furtado","Casa de Cinema de Porto Alegre","RS","Sony","Ficção",58,"1.472.475,00","190.656"
"735",2007,"Santiago","João Moreira Salles","Videofilmes Produções Artísticas","RJ","Videofilmes","Documentário",3,"481.982,00","55.686"
"736",2007,"Sem Controle","Cris D'Amato","Ananã Produções, Eventos e Assessoria de Marketing","RJ","Fox","Ficção",40,"185.307,00","23.598"
"737",2007,"Serras da Desordem","Andrea Tonacci","Extrema Produção Artística","SP","Usina Digital","Documentário",1,"2.341,00","273"
"738",2007,"Tropa de Elite","José Padilha","Zazen Produções Audiovisuais","RJ","Universal","Ficção",321,"20.422.567,00","2.421.295"
"739",2007,"Turma da Mônica em uma Aventura no Tempo","Maurício de Sousa","Diler & Associados","RJ","Buena Vista","Animação",160,"4.010.200,00","545.482"
"740",2007,"Viúva Rica Solteira Não Fica","José Fonseca e Costa","Plateau Marketing e Produções Culturais","SP","Mais Filmes","Ficção",2,"13.039,00","1.494"
"741",2007,"Xuxa em um Sonho de Menina","Rudi Lagemann","Conspiração Filmes","RJ","Warner","Ficção",220,"2.009.997,00","348.391"
"742",2006,"1972","José Emílio Rondeau","Grupo Novo de Cinema e TV","RJ","Buena Vista","Ficção",21,"57.994,00","6.756"
"743",2006,"A Concepção","José Eduardo Belmonte","Olhos de Cão Produções Cinematográficas","SP","Imovision","Ficção",15,"145.883,00","20.827"
"744",2006,"A Conspiração do Silêncio","Ronaldo Duque","Ronaldo Duque & Associados","DF","Polifilmes","Ficção",6,"38.784,00","5.676"
"745",2006,"A Festa de Margarette","Renato Falcão","Accorde Filmes","RS","Accorde Audiovisuais","Ficção",2,"0,00","9.486"
"746",2006,"A Ilha do Terrível Rapaterra","Ariane Porto","Raiz Produções Cinematográficas","SP","Califórnia","Ficção",37,"37.729,00","5.240"
"747",2006,"A Máquina","João Falcão","Diler & Associados","RJ","Buena Vista","Ficção",70,"440.711,00","56.088"
"748",2006,"A Mochila do Mascate","Gabriela Greeb e Antônia Ratto","Tibet Filme","RJ","Copacabana Filmes","Documentário",4,"6.892,00","2.191"
"749",2006,"A Odisséia Musical de Gilberto Mendes","Carlos Mendes","Berço Esplêndido Produções","SP","Berço Esplêndido","Documentário",0,"0,00","0"
"750",2006,"A Oitava Cor do Arco-Íris","Amauri Tangará","Artes Brasil Produções Artísticas","MT","Polifilmes","Ficção",2,"2.292,00","274"
"751",2006,"Achados e Perdidos","José Joffily","Coevos Filmes","RJ","Imagem","Ficção",20,"109.076,00","14.328"
"752",2006,"Acredite! Um espírito baixou em mim","Jorge Moreno","Cangaral / FAM Filmes","MG","Fam Filmes","Ficção",6,"211.042,00","30.458"
"753",2006,"Anjos do Sol","Rudi Lagemann","CaradeCão Produções","RJ","Downtown","Ficção",44,"623.063,00","79.800"
"754",2006,"Árido Movie","Lírio Ferreira","Cinema Brasil Digital - Escritório de Planejamento em Empreendimentos Audiovisuais","RJ","Europa/ MAM","Ficção",4,"285.246,00","21.729"
"755",2006,"Boleiros 2","Ugo Giorgetti","SP Filmes de São Paulo","SP","Mais Filmes","Ficção",22,"93.786,00","10.316"
"756",2006,"Brasília 18%","Nelson Pereira dos Santos","Regina Filmes","RJ","Sony","Ficção",46,"136.947,00","15.587"
"757",2006,"Brilhante","Conceição Senna","MP2 Produções","RJ","MP2","Documentário",3,"9.720,00","1.581"
"758",2006,"Cafundó","Paulo Betti e Clóvis Bueno","Prole de Adão Produções Artísticas","RJ","Laz","Ficção",7,"185.707,00","33.534"
"759",2006,"Cafuné","Bruno Vianna","Raccord Produções Artísticas e Cinematográficas","RJ","Filmes do Estação","Ficção",1,"33.727,00","4.236"
"760",2006,"Canta Maria","Francisco Ramalho Jr.","Francisco Ramalho Junior Filmes","SP","Califórnia","Ficção",34,"57.359,00","7.949"
"761",2006,"Carnaval, Bexiga, Funk e Sombrinha","Marcos Vinicius Faustini","KL Produções","RJ","KL Produções","Documentário",0,"59.041,00","6.955"
"762",2006,"Casseta e Planeta - seus Problemas Acabaram","José Lavigne","Globo Filmes","RJ","Europa/ MAM","Ficção",180,"4.262.366,00","596.624"
"763",2006,"Cerro do Jarau","Beto Souza","Piedra Sola Filmes","RS","Europa/ MAM","Ficção",3,"19.195,00","6.252"
"764",2006,"Crime Delicado","Beto Brant","Drama Filmes","SP","Downtown","Ficção",4,"181.460,00","21.891"
"765",2006,"Depois daquele Baile","Roberto Bomtempo","Movimento Carioca Produções Artísticas","RJ","Mais Filmes","Ficção",22,"247.791,00","28.869"
"766",2006,"Dia de Festa","Toni Venturi","Olhar Imaginário","SP","Pandora","Documentário",2,"9.975,00","1.620"
"767",2006,"Didi, o Caçador de Tesouros","Marcus Figueiredo","Diler & Associados","RJ","Buena Vista","Ficção",199,"6.220.016,00","1.024.732"
"768",2006,"Do Luto à Luta","Evaldo Mocarzel","Casa Azul Produções Artísticas","SP","Mais Filmes","Documentário",5,"26.991,00","3.107"
"769",2006,"Do Outro Lado do Rio","Lucas Bambozzi","DOC Filmes Produções Audiovisuais","BA","Distribuição Própria","Documentário",0,"0,00","0"
"770",2006,"Dom Hélder Câmara - o Santo Rebelde","Erica Bauer","Andréa Magalhães Glória","DF","Pandora","Documentário",2,"23.410,00","3.592"
"771",2006,"Estamira","Marcos Prado","Zazen Produções Audiovisuais","RJ","RioFilme","Documentário",8,"317.423,00","40.992"
"772",2006,"Eu me Lembro","Edgard Navarro","Truque Produtora de Cinema TV e Vídeo","BA","Pandora","Ficção",5,"124.394,00","15.094"
"773",2006,"Família Alcântara","Lilian Santiago e Daniel Solá Santiago","Daniel Solá Santiago Produções","SP","Daniel Solá Santiago","Documentário",1,"2.345,00","307"
"774",2006,"Fica Comigo esta Noite","João Falcão","Diler & Associados","RJ","Buena Vista","Ficção",80,"1.925.083,00","249.248"
"775",2006,"Gatão de Meia Idade","Antônio Carlos Fontoura","Ypearts Audiovisual","RJ","Downtown","Ficção",38,"751.249,00","81.947"
"776",2006,"Ginga – a Alma do Futebol Brasileiro","Hank Levine, Marcelo Machado e Tocha Alves","O2 Cinema","SP","O2 Filmes","Documentário",3,"3.925,00","1.266"
"777",2006,"Helena Meireles - a Dona da Viola","Francisco de Paula","Naive Produções Artísticas","SP","CineBR","Documentário",1,"9.394,00","2.495"
"778",2006,"Incuráveis","Gustavo Acioli","Lavoro Produções Artísticas","RJ","Polifilmes","Ficção",0,"14.382,00","1.871"
"779",2006,"Intervalo Clandestino","Eryk Rocha","Grupo Novo de Cinema e TV","RJ","GNCTV","Documentário",0,"419,00","0"
"780",2006,"Irma Vap - o Retorno","Carla Camurati","Elimar Produções Artísticas","RJ","Downtown","Ficção",100,"2.239.090,00","247.325"
"781",2006,"Meninas","Sandra Werneck","Cineluz Produções Cinematográficas","RJ","Downtown","Documentário",4,"26.415,00","4.208"
"782",2006,"Moacir Arte Bruta","Walter Carvalho","República Pureza Filmes","RJ","RioFilme","Documentário",2,"16.966,00","2.271"
"783",2006,"Muito Gelo e Dois Dedos D'Água","Daniel Filho","Lereby Produções","RJ","Buena Vista","Ficção",132,"3.960.788,00","509.098"
"784",2006,"Mulheres do Brasil","Malu de Martino","E.H. Filmes","RJ","PlayArte","Ficção",90,"369.464,00","48.293"
"785",2006,"No Meio da Rua","Antônio Carlos Fontoura","Canto Claro Produções Artísticas","RJ","Film Connection","Ficção",8,"12.317,00","2.133"
"786",2006,"Nzinga","Octávio Bezerra","Olhar Feminino Produções","RJ","Olhar Feminino","Documentário",1,"212,00","21"
"787",2006,"O Amigo Invisível","Maria Letícia","Estúdio, Pesquisa e Criações Artísticas","RJ","RioFilme","Ficção",4,"5.517,00","1.030"
"788",2006,"O Ano em que meus Pais Saíram de Férias","Cao Hamburger","Caos Produções Cinematográficas","SP","Buena Vista","Ficção",70,"3.169.763,00","368.986"
"789",2006,"O Cavaleiro Didi e a Princesa Lili","Marcus Figueiredo","Diler & Associados","RJ","Buena Vista","Ficção",163,"4.672.418,00","742.340"
"790",2006,"O Céu de Suely","Karim Aïnouz","Videofilmes Produções Artísticas","RJ","Downtown","Ficção",10,"604.614,00","73.892"
"791",2006,"O Dia em que o Brasil Esteve Aqui","Caito Ortiz e João Dornelas","Prodigo Films","SP","Pródigo","Documentário",6,"5.300,00","778"
"792",2006,"O Homem Pode Voar - a Saga de Santos Dumont","Nelson Hoineff","Comunicação Alternativa","RJ","RioFilme","Documentário",6,"16.332,00","1.912"
"793",2006,"O Maior Amor do Mundo","Cacá Diegues","Luz Mágica Produções Audiovisuais Ltda.","RJ","Sony","Ficção",135,"1.723.672,00","209.741"
"794",2006,"O Sol - Caminhando Contra o Vento","Tetê Moraes","Vemver Comunicação e Difusão Cultural","RJ","RioFilme","Documentário",18,"49.026,00","9.401"
"795",2006,"O Veneno da Madrugada","Ruy Guerra","Lagoa Cultural e Esportiva","RJ","UIP","Ficção",5,"27.907,00","3.639"
"796",2006,"Olhar Estrangeiro","Lúcia Murat","Taiga Filmes e Vídeo","RJ","RioFilme","Documentário",4,"33.928,00","4.750"
"797",2006,"Outra Memória","Chico Faganello","Faganello Comunicações","SC","Pipa","Ficção",0,"4.363,00","976"
"798",2006,"Se eu Fosse Você","Daniel Filho","Total Entertainment","RJ","Fox","Ficção",197,"28.916.137,00","3.644.956"
"799",2006,"Solo Dios Sabe","Carlos Bolado","Dezenove Som e Imagens Produções","SP","Buena Vista","Ficção",8,"29.765,00","4.301"
"800",2006,"Sonhos e Desejos","Marcelo Santiago","Filmes do Equador","RJ","UIP","Ficção",24,"108.151,00","13.613"
"801",2006,"Soy Cuba, o Mamute Siberiano","Vicente Ferraz","Tres Mundos Cine Y Vídeo","RJ","Imovision","Documentário",6,"127.740,00","16.556"
"802",2006,"Tapete Vermelho","Luiz Alberto Pereira","Lapfilme Produções Cinematográficas","SP","Pandora","Ficção",28,"275.515,00","50.955"
"803",2006,"Tow in Surfing","Jorge Guimarães e Rosaldo Cavalcanti","Estudios Mega / Tibet Filme","RJ","Iaiá Filmes","Documentário",2,"19.935,00","2.398"
"804",2006,"Trair e Coçar é Só Começar","Moacyr Góes","Diler & Associados","RJ","Fox","Ficção",168,"3.486.329,00","481.006"
"805",2006,"Um Craque Chamado Divino","Adalberto Penna","Adalberto Penna Produções Cinematográficas","SC","Pandora","Documentário",1,"8.978,00","1.148"
"806",2006,"Veias e Vinhos, uma História Brasileira","João Batista de Andrade","Oeste Filmes Brasileiros","SP","Polifilmes","Ficção",2,"19.091,00","4.149"
"807",2006,"Vestido de Noiva","Joffre Rodrigues","JBR Filmes","RJ","RioFilme","Ficção",29,"45.380,00","5.871"
"808",2006,"Vinho de Rosas","Elza Cataldo","Persona Filmes","MG","Persona","Ficção",2,"91.817,00","23.817"
"809",2006,"Wood & Stock Sexo Orégano e Rock´N Roll","Otto Guerra","Otto Desenhos Animados","RS","Downtown","Animação",15,"441.039,00","55.231"
"810",2006,"Xuxa Gêmeas","Jorge Fernando","Diler & Associados","RJ","Fox","Ficção",277,"5.802.977,00","1.035.700"
"811",2006,"Zé Pureza","Marcelo Ernandez","Pipa Produções Produções","RJ","Pipa","Documentário",2,"1.625,00","415"
"812",2006,"Zuzu Angel","Sérgio Rezende","Toscana Audiovisual","RJ","Warner","Ficção",173,"5.789.238,00","774.318"
"813",2005,"A Pessoa é para o que nasce","Roberto Berliner","TV Zero","RJ","Copacabana Filmes / RioFilme","Documentário",8,"152.261,00","24.475"
"814",2005,"As Vidas de Maria","Renato Barbieri","Videografia Criação e Produção","DF","Pandora","Ficção",10,"17.530,00","2.746"
"815",2005,"Bendito Fruto","Sérgio Goldenberg","Trópicos Arte e Comunicação","RJ","Paris/ RioFilme","Ficção",14,"453.503,00","52.022"
"816",2005,"Bens Confiscados","Carlos Reichenbach","Dezenove Som e Imagens Produções","SP","Imovision/ RioFilme","Ficção",3,"26.754,00","4.669"
"817",2005,"Cabra Cega","Toni Venturi","Olhar Imaginário","SP","Europa/ MAM","Ficção",9,"220.339,00","28.620"
"818",2005,"Casa de Areia","Andrucha Waddington","Conspiração Filmes","RJ","Columbia","Ficção",35,"1.557.698,00","187.296"
"819",2005,"Celeste & Estrela","Betse de Paula","BPP Produções Audiovisuais","RJ","BPP Produções Audiovisuais","Ficção",1,"24.175,00","4.965"
"820",2005,"Cidade Baixa","Sérgio Machado","Videofilmes Produções Artísticas","RJ","Videofilmes/ Lumière","Ficção",31,"1.021.626,00","128.134"
"821",2005,"Cinema, Aspirina e Urubus","Marcelo Gomes","Rec Produtores Associados Ltda","PE","Imovision","Ficção",17,"882.373,00","105.526"
